SYMBOL,E10,E11,E12,E13,E14,E15,E16,P0
B230354K17Rik,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
B2m,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
B3galnt1,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,ACTIVE,ACTIVE
B3galnt2,ACTIVE,LOW_PRIMED,ACTIVE,PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE
B3galt1,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
B3galt2,QUIESCENT,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
B3galt4,ACTIVE,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,POISED,PERMISSIVE_POISED,ACTIVE,POISED,PERMISSIVE_ACTIVE
B3galt5,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
B3galt6,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
B3gat1,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
B3gat2,PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
B3gat3,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
B3glct,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
B3gnt2,ACTIVE,PRIMED,PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,LOW_PRIMED
B3gnt3,REFRACTORY,QUIESCENT,REFRACTORY,REFRACTORY,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
B3gnt4,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,PERMISSIVE_POISED
B3gnt5,ACTIVE,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,PRIMED,LOW_PRIMED,LOW_PRIMED
B3gnt6,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,POISED,PRIMED,POISED,LOW_PRIMED
B3gnt7,ACTIVE,LOW_PRIMED,LOW_PRIMED,POISED,POISED,PRIMED,ACTIVE,LOW_PRIMED
B3gnt8,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
B3gnt9,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_POISED
B3gntl1,ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE
B430010I23Rik,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
B430212C06Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
B430319G15Rik,POISED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,QUIESCENT
B4galnt1,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,PRIMED,ACTIVE,PRIMED,LOW_PRIMED,ACTIVE
B4galnt2,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT
B4galnt3,ACTIVE,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
B4galnt4,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
B4galt1,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
B4galt2,ACTIVE,QUIESCENT,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
B4galt3,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,POISED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
B4galt4,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
B4galt5,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE
B4galt6,PRIMED,LOW_PRIMED,PRIMED,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE
B4galt7,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
B4gat1,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,POISED,ACTIVE,ACTIVE
B630019K06Rik,ACTIVE,LOW_PRIMED,ACTIVE,PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
B930018H19Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
B930025P03Rik,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
B930059L03Rik,ACTIVE,LOW_PRIMED,PRIMED,PRIMED,PERMISSIVE_ACTIVE,PRIMED,ACTIVE,PERMISSIVE_ACTIVE
B930092H01Rik,PRIMED,QUIESCENT,POISED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT
B9d1,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
B9d2,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
BB014433,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,QUIESCENT,POISED,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT
BB019430,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
BB031773,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
BB123696,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
BB218582,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
BB557941,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED
BC004004,POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
BC005537,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
BC005624,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
BC006965,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED
BC016548,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
BC016579,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,QUIESCENT
BC018473,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
BC021767,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,QUIESCENT,LOW_PRIMED
BC024139,POISED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
BC024386,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
BC025920,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
BC028528,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
BC031181,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
BC034090,ACTIVE,LOW_PRIMED,POISED,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
BC035044,QUIESCENT,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BC037704,ACTIVE,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
BC039771,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,POISED,ACTIVE,POISED,LOW_PRIMED
BC039966,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED
BC042761,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
BC046251,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,QUIESCENT
BC048507,LOW_PRIMED,REFRACTORY,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
BC048559,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED
BC048562,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
BC048602,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
BC048644,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,QUIESCENT,QUIESCENT
BC048671,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,N/A,QUIESCENT,N/A
BC048679,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
BC049715,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,QUIESCENT
BC051019,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT
BC051226,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
BC051537,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
BC051665,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
BC055402,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
BC061195,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
BC061237,PRIMED,PRIMED,PRIMED,PRIMED,N/A,N/A,PRIMED,N/A
BC064078,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
BC065397,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
BC065403,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
BC106179,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,N/A
BC107364,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Baalc,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
Baat,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Babam1,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Babam2,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,POISED
Bace1,PRIMED,PERMISSIVE_ACTIVE,POISED,PRIMED,POISED,PRIMED,ACTIVE,LOW_PRIMED
Bace2,PRIMED,LOW_PRIMED,PRIMED,PRIMED,POISED,PRIMED,POISED,LOW_PRIMED
Bach1,ACTIVE,PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE
Bach2,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE
Bach2os,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Bad,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,POISED
Bag1,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bag2,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bag3,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bag4,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bag5,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bag6,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bahcc1,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bahd1,PRIMED,ACTIVE,PRIMED,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Baiap2,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE
Baiap2l1,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Baiap2l2,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,POISED,ACTIVE,ACTIVE,PERMISSIVE_POISED
Baiap3,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bak1,ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bambi,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bambi-ps1,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT,POISED,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Banf1,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Banf2,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
Bank1,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
Banp,ACTIVE,ACTIVE,LOW_PRIMED,PRIMED,PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bap1,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Bard1,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
Barhl1,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Barhl2,PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Barx1,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED
Barx2,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
Basp1,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
Batf,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Batf2,PERMISSIVE_POISED,LOW_PRIMED,ACTIVE,LOW_PRIMED,PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Batf3,ACTIVE,LOW_PRIMED,PRIMED,POISED,POISED,ACTIVE,LOW_PRIMED,LOW_PRIMED
Bax,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Baz1a,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,PRIMED
Baz1b,PRIMED,ACTIVE,PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE
Baz2a,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Baz2b,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bbc3,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,POISED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bbip1,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bbln,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bbof1,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Bbox1,PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bbs1,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bbs10,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Bbs2,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED
Bbs4,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED
Bbs5,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,QUIESCENT,QUIESCENT
Bbs7,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bbs9,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bbx,PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,PRIMED,ACTIVE,PRIMED
Bcam,ACTIVE,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,QUIESCENT
Bcan,PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,ACTIVE,POISED,POISED
Bcap29,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED
Bcap31,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bcar1,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,POISED,ACTIVE
Bcar3,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bcas1,POISED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bcas1os2,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Bcas2,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bcas3,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,PRIMED,LOW_PRIMED,LOW_PRIMED
Bcas3os1,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Bcas3os2,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Bcat1,ACTIVE,LOW_PRIMED,LOW_PRIMED,PRIMED,POISED,PRIMED,ACTIVE,ACTIVE
Bcat2,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bccip,PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,QUIESCENT,QUIESCENT
Bcdin3d,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED
Bche,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
Bckdha,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bckdhb,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bckdk,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bcl10,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
Bcl11a,LOW_PRIMED,ACTIVE,PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE
Bcl11b,ACTIVE,LOW_PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bcl2,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,POISED,ACTIVE,ACTIVE,ACTIVE
Bcl2a1a,POISED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bcl2a1c,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED
Bcl2a1d,POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Bcl2l1,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
