SYMBOL,E10,E11,E12,E13,E14,E15,E16,P0
Mir8092,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Mir8094,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT
Mir8095,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
Mir8096,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Mir8097,QUIESCENT,N/A,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Mir8098,ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT
Mir8099-1,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
Mir8099-2,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Mir8100,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Mir8102,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Mir8103,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Mir8104,LOW_PRIMED,PERMISSIVE_POISED,POISED,ACTIVE,LOW_PRIMED,ACTIVE,LOW_PRIMED,LOW_PRIMED
Mir8105,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Mir8106,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Mir8107,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Mir8108,POISED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED
Mir8110,POISED,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Mir8111,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Mir8112,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Mir8113,QUIESCENT,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mir8114,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Mir8115,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Mir8116,ACTIVE,PERMISSIVE_ACTIVE,POISED,POISED,PERMISSIVE_POISED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
